cnpj_basico,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_no_exterior,pais,data_inicio_atividade,cnae_principal,cnae_secundario,logradouro_tipo,logradouro_nome,logradouro_numero,logradouro_complemento,logradouro_bairro,logradouro_cep,logradouro_uf,logradouro_cod_municipio,ddd1,telefone1,ddd2,telefone2,ddd_fax,fax,email,situacao_especial,data_situacao_especial
30518072,0001,96,1,,02,20180522,00,,,20180522,6462000,6810202,RUA,PROF ATILIO INNOCENTI,474,SALA  101,VILA NOVA CONCEICAO,04538001,SP,7107,11,30851655,,,,,,,
48061142,0001,95,1,,02,20220923,00,,,20220923,8219999,,RUA,BONANCA,200,,VILA SAO VICENTE,02733130,SP,7107,11,59248974,,,,,FOXCONTABILL@GMAIL.COM,,
13543233,0001,82,1,PIZZARIA TUCUNA,02,20110414,00,,,20110414,5620104,"4712100,5611203",AVENIDA,DO ANASTACIO,845,,CITY AMERICA,05119000,SP,7107,11,29654038,,,,,LEGAL02@CONTABILJAPI.COM.BR,,
19594856,0001,60,1,VMF PECAS E SERVICOS DIESEL,02,20140127,00,,,20140127,4520001,"3314701,3314702,3314708",RUA,CRAVO DA INDIA,599,      : UNIDADE : 1,PARQUE SAVOY CITY,03570050,SP,7107,11,27461818,11,27461818,,,jacobcontabilidade@bol.com.br,,
18856711,0001,28,1,GHALIB PIZZARIA,08,20150616,01,,,20130911,5620104,,RUA,CAIO GRACO,167,,VILA POMPEIA,05044000,SP,7107,11,36474300,,,,,tloreto@santander.com.br,,
47459941,0001,51,1,LOMBARDI CONSULTORIA,02,20220808,00,,,20220808,8219999,,AVENIDA,ANACE,337,ANDAR 2207,JARDIM UMARIZAL,05755090,SP,7107,11,46679248,,,,,AMANDABLOMBARDI@GMAIL.COM,,
02843616,0001,50,1,SIMBIOSE INFORMATICA,08,20170927,01,,,19981106,6203100,6202300,RUA,MARCO AURELIO,254,,VILA ROMANA,05048000,SP,7107,11,39763577,11,39763583,11,39777984,,,
12671881,0001,51,1,PIZZARIA TORRE DE PIZZA,04,20210226,63,,,20100929,5620104,5611203,RUA,ROLANDO CURTI,370,      TERREO,VILA CLARA,04414000,SP,7107,11,68198858,,,,,contifacil@hotmail.com,,
43746445,0001,28,1,,08,20081231,71,,,19800626,8888888,,AVENIDA,INAJAR DE SOUZA,3000,,FREGUEZIA DO O,02716010,SP,7107,,,,,,,,,
37009434,0001,62,1,SEVERINO MATOS SERVICOS,02,20200427,00,,,20200427,5320201,"4322301,5229099,4399103,4330404",RUA,JAMAICA,68A,,CHACARA TRES MENINAS,08090276,SP,7107,11,60979908,,,,,SEVEROMATOS50@GMAIL.COM,,
40430916,0001,04,1,UTILIDADES STORE,08,20220701,01,,,20210117,4713002,"4781400,4789099,4755503,4763601,4772500",AVENIDA,DEPUTADO EMILIO CARLOS,521,APT 34 ;BLOCO B,LIMAO,02721000,SP,7107,11,23312890,,,,,GUUSTAVOGARCIAA05@GMAIL.COM,,
44574848,0001,08,1,NATHALIA GONCALVES DOS SANTOS,02,20211213,00,,,20211213,8219999,"5620104,8599699,7319002,8599604,1091102,1093701",RUA,JOSE BENTO,480,APT 78 A,CAMBUCI,01523030,SP,7107,11,96896080,,,,,NATHALIA.GS@HOTMAIL.COM.BR,,
15579954,0001,78,1,,08,20161205,01,,,20120322,5912002,,RUA,SIQUEIRA BUENO,2599,,MOOCA,03173010,SP,7107,11,87409406,,,,,LUCASIANNO@GMAIL.COM,,
12410410,0001,90,1,,08,20181004,01,,,20100730,9491000,,RUA,BALTAZAR DA SILVEIRA,360,,PIRITUBA,02931040,SP,7107,11,28643836,,,,,petrolinoepinto@globo.com,,
32953968,0001,29,1,ENG&PINHO'S,08,20210325,01,,,20190307,7112000,"3329501,4321500,4322301,4322302,4322303,4330404,4330499",RUA,PAULO MALDI,376,,TUCURUVI,02303050,SP,7107,11,86856299,,,,,CLEBERPINHO@HOTMAIL.COM,,
14018946,0001,90,1,,08,20170106,01,,,20110718,4781400,"4782201,4772500,4763601,4754701",RUA,CARLOS GOMES,791,LOJA  207/208,SANTO AMARO,04743050,SP,7107,11,32580538,,,,,fps.asf.consult@uol.com.br,,
08384820,0001,36,1,,08,20131021,01,,,20060906,4789099,,RUA,LUIS GOIS,120,,VILA CLEMENTINO,04043000,SP,7107,11,40721113,11,40716413,11,40716413,milenium.contabil@terra.com.br,,
39888513,0001,16,1,IGOR LIMA,02,20201124,00,,,20201124,5611203,,RUA,CONSELHEIRO SARAIVA,349,LOJA 03,SANTANA,02037020,SP,7107,11,33605936,,,,,IGOR_LIMA-SILVA@HOTMAIL.COM,,
49757051,0001,51,1,,02,20230301,00,,,20230301,5320202,,RUA,PADRE JUSTINO,476,,PARQUE REGINA,05772060,SP,7107,11,58070867,,,,,THLEAL2004@GMAIL.COM,,
55713887,0001,57,1,CAMILO FERNANDES,08,20081231,71,,,19860519,8888888,,RUA,CISNEIROS,23,,V CARRAO,03930060,SP,7107,,,,,,,,,
48969150,0001,34,1,ALEX DOMINGUES,02,20221223,00,,,20221223,7319002,,RUA,DA MOEDA,77 - B,,VILA ITABERABA,02847010,SP,7107,11,53953741,,,,,ALEXDOMINGUESTOP@GMAIL.COM,,
49537257,0001,76,1,MKT GOTA DE LIMAO,02,20230209,00,,,20230209,5320201,,RUA,ARMANDO BRUSSOLO,248,,VILA ROMANA,05048050,SP,7107,11,39046623,,,,,VICMARQUEZIN@GMAIL.COM,,
45264537,0001,05,1,KEILA MASSOLA,02,20220212,00,,,20220212,4781400,,AVENIDA,GUSTAVO ADOLFO,2760,APT 01,VILA GUSTAVO,02209001,SP,7107,11,42949416,,,,,KEILAMASSOLA@GMAIL.COM,,
45933207,0001,57,1,,08,20081231,71,,,19810512,4774100,,RUA,CARLOS VILALVA JUNIOR,73,,AMERICANOPOLIS,08210040,SP,7107,,,,,,,,,
48525172,0001,05,1,FORMIGA BOLOS,02,20221106,00,,,20221106,1091102,,RUA,DO MANIFESTO,460,APT 23,IPIRANGA,04209000,SP,7107,11,30246294,,,,,CLAUSMGONZALEZ@GMAIL.COM,,
10329179,0001,89,1,ART BIJOUX,04,20210226,63,,,20080821,4789001,,RUA,TUIUTI,1547,BOX   75,TATUAPE,03081003,SP,7107,11,36782250,,,,,j.ido@uol.com.br,,
09420409,0001,31,1,LUCIA MULLER FIRMA INDIVIDUAL -ME,08,20180208,01,,,20071127,4781400,"4755503,4641902,1413401",RUA,ARTUR DE AZEVEDO,1137,,PINHEIROS,05404012,SP,7107,11,36479040,,,99,99999999,fiscal@rhogan.com.br,,
41499219,0001,64,1,ROYAL FACE SANTO AMARO,02,20210408,00,,,20210408,9602502,,RUA,S BENEDITO,408,,SANTO AMARO,04735000,SP,7107,31,96520948,,,,,CONTABILIDADE@EXATAADM.COM,,
00246559,0001,04,1,,08,20081231,71,,,19940923,7723300,,RUA,DO ORATORIO,356,CASA 2,MOOCA,03117000,SP,7107,,,,,,,,,
00544508,0001,50,1,,04,20181010,63,,,19950406,5611203,,AVENIDA,MATEO BEI,2479,,SAO MATEUS,03949012,SP,7107,,,,,,,,,
15609390,0001,79,1,GATE VIAGENS,02,20120507,00,,,20120507,4929901,"4924800,4929902,4930201,4930202,8219999,8230001",RUA,RESTINGA,113,CONJ  1601,TATUAPE,03065020,SP,7107,11,39260319,,,,,ADRIANA@GATESERVICOS.COM.BR,,
19291073,0001,08,1,,02,20210412,00,,,20131121,1629302,"1093701,1629301",RUA,CONCEICAO PEREIRA,239,CASA 4,PENHA DE FRANCA,03642040,SP,7107,11,87740587,,,,,mcossielo@itelefonica.com.br,,
34771109,0001,44,1,,02,20190905,00,,,20190904,8650003,"7490104,8230001,8599604,8599699",RUA,BORGES LAGOA,1065,CONJ  113,VILA CLEMENTINO,04038032,SP,7107,11,25985401,,,,,SILMARA@BALENCAR.COM.BR,,
44096683,0001,06,1,JAIR MORIYOSHI OTA DOCES,08,19830819,01,,,19741008,8888888,,RUA,JOVELINA F DE ASSIS,12,,VL CARRAO,08210040,SP,7107,,,,,,,,,
27595851,0001,80,1,,08,20170918,01,,,20170425,4672900,,RUA,ASTORGA,87,,VILA GUILHERMINA,03542000,SP,7107,11,39264785,,,,,LETICIAPENAN@BOL.COM.BR,,
46950749,0001,09,1,NATANAEL AVELINO DOS SANTOS,02,20220629,00,,,20220629,5320202,5223100,RUA,DOUTOR JOSE BENEDITO DE MORAES LEME,242,CASA,JAGUARE,05336060,SP,7107,11,94740909,,,,,PASTOR.NATANAEL@HOTMAIL.COM,,
27804118,0001,29,1,,02,20170524,00,,,20170524,4724500,,RUA,FELIPE CARDOSO DE CAMPOS,550,BLOCO 9;APT 23,VILA CAIUBA,05207090,SP,7107,11,77251594,,,,,,,
28430970,0001,46,1,,04,20210324,63,,,20170816,5320202,,RUA,TOMBU,0079,,CIDADE LIDER,08280220,SP,7107,11,75168621,,,,,,,
42241867,0001,89,1,,02,20210608,00,,,20210608,4789004,1091102,RUA,TREVO DE SANTA MARIA,1152,,JARDIM DAS CAMELIAS,08050570,SP,7107,11,20982284,,,,,PILASOUZA8@GMAIL.COM,,
45805459,0001,09,1,D'BRUH CONFEITARIA,02,20220328,00,,,20220328,1091102,"1093701,8230001,1094500",RUA,DOUTOR MARINHO DE ANDRADE,158,CASA 01,JARDIM JAMAICA,05743170,SP,7107,11,63556656,,,,,DBRUHCONFEITARIA@GMAIL.COM,,
26001510,0001,77,1,MERCADINHO E DISTRIBUICAO ROQUE,04,20210312,63,,,20160822,5611205,"4729601,4755502,4753900,4723700,4772500",ESTRADA,DO SABAO,1199,LOJA,JARDIM MARISTELA,02806000,SP,7107,11,00000000,,,,,,,
45303746,0001,02,1,,08,20220831,01,,,20220215,4761001,"4649402,4649499,4751201,6190601,6209100,6319400",RUA,IRES LEONOR,208,APT   62,PARQUE MANDAQUI,02420090,SP,7107,11,47353015,,,,,EVEVEVE@EVEVE.EC.EC,,
39138306,0001,44,1,,08,20210228,01,,,20200926,9492800,,RUA,RUA CALOGERO CALIA,272,AP 32,VILA SANTO ESTEFANO,4152100,SP,7107,0,0,,,0,0,cenpco2020@gmail.com,,
36003521,0001,40,1,ADEGA BAR NCM,02,20200114,00,,,20200114,4723700,,AVENIDA,NASCER DO SOL,385,,CONJUNTO HABITACIONAL SANTA ETELVINA II,08485020,SP,7107,11,30172619,,,,,SILVACARLOS2254@GMAIL.COM,,
44511285,0001,09,1,,08,20081231,71,,,19800829,8888888,,RUA,DEZESSETE,20,,JD CENTENARIO,01001010,SP,7107,,,,,,,,,
12261381,0001,41,1,,08,20221020,01,,,20100719,4781400,,RUA,MONSENHOR ANDRADE,987,BOX   H 01,BRAS,03009100,SP,7107,11,32230874,,,,,QUEIZI_ISSY@YAHOO.COM.BR,,
12145014,0001,82,1,,08,20180201,67,,,20100630,9001902,,RUA,GENESIS,37,,JARDIM DA CONQUISTA (ZONA OESTE),05212100,SP,7107,11,25916638,,,,,,,
63063689,0001,13,1,F.M.U.,02,20031004,00,,,19710226,8531700,"5811500,5813100,6462000,6810202,7120100,7220700,7490199,7500100,8230001,8532500,8541400,8542200,8599605,8599699,8630502,8630504,8640202,8640205,8640211,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8800600,9313100,9602502",AVENIDA,SANTO AMARO,1239,,VILA NOVA CONCEICAO,04505002,SP,7107,11,32313000,,,,,FISCAL@FMU.BR,,
40594555,0001,23,1,LUCAS CARDOSO ZAGO,02,20210127,00,,,20210127,5819100,,RUA,TAGIPURU,1060,BLOCO B1;APT 254,BARRA FUNDA,01156000,SP,7107,11,97048300,,,,,LUCASCARDOSOZAGO1@GMAIL.COM,,
09376429,0001,52,1,,04,20181016,63,,,20080130,8219999,,RUA,ANTONIO RAPOSO,186,CONJ  114,LAPA,05074020,SP,7107,11,38367155,11,38367155,11,38367155,,,
35793532,0001,08,1,,08,20210928,01,,,20191216,9602502,,RUA,LARACHE,13,CASA 02,PARQUE NOVO MUNDO,02178130,SP,7107,82,88286284,,,,,ATNAHSARAH@HOTMAIL.COM,,
49474414,0001,41,1,,08,20081231,71,,,19781117,4774100,,RUA,D SEBASTIAO DO REGO,105,,VL GUMERCINDO,08210040,SP,7107,,,,,,,,,
22045812,0001,96,1,CANTINHO & TAPIOCA,04,20210312,63,,,20150313,4724500,,RUA,REGENTE LEON KANIEFSKY,97,,VILA PROGREDIOR,05617030,SP,7107,11,37428261,,,,,fernandakabaira@hotmail.com,,
56022478,0001,77,1,,08,20081231,71,,,19860710,8888888,,RUA,QUATA,1800,A,VL OLIMPIA,04546045,SP,7107,,,,,,,,,
05139454,0001,61,1,,02,20051103,00,,,20020618,6810201,"6822600,8299799",RUA,TEODORO SAMPAIO,744,CJ. 134,JD. PAULISTA,05406000,SP,7107,11,38163232,,,,,,,
12062357,0001,83,1,,02,20100528,00,,,20100528,3250706,,RUA,DR CESAR,1161,SALA  205,SANTANA,02013004,SP,7107,11,26721010,,,,,ORDEC@ORDEC.COM.BR,,
33448150,0048,85,2,,08,20120905,01,,,20051117,6512000,6511101,AVENIDA,AZEVEDO SOARES,1043,PARTE,TATUAPE,03322001,SP,7107,11,21452985,,,,,,,
37851301,0001,39,1,BETTER PAO DE QUEIJO,02,20200724,00,,,20200724,5611203,,AVENIDA,PDE JOSE MARIA,63,QUIOSQ8,SANTO AMARO,04753060,SP,7107,11,38953308,,,,,ZACQUIOSQUE@GMAIL.COM,,
19682098,0001,32,1,,04,20210305,63,,,20140208,4399103,,AVENIDA,PADRE GREGORIO MAFRA,729,,VILA TAQUARI,08230000,SP,7107,11,60254518,,,,,raphael.zpra@hotmail.com,,
37508179,0001,00,1,ACCQUA HAIR,08,20201121,01,,,20200623,9602501,,RUA,CRISEIDA,15,FUNDOS CASA,JARDIM CRIS,05834040,SP,7107,11,89501861,,,,,VIC30SECONDS@GMAIL.COM,,
47469366,0001,78,1,MODAS CLAIRTON ADULTO E INFANTIL,08,20081231,71,,,19811015,4781400,,RUA,CURUPACE,380,,MOOCA,03120010,SP,7107,,,,,,,,,
32085236,0001,64,1,EVER BUFFET A DOMICILIO,02,20181123,00,,,20181123,5620102,,RUA,SINFONIAS DO OCASO,318,,JARDIM PARAGUACU,03938170,SP,7107,11,53501997,,,,,EVER_GU2013@HOTMAIL.COM,,
33462940,0001,51,1,MAYCON GIANSANT,08,20190911,01,,,20190425,5320202,,RUA,GUSTAVO DIAS DE OLIVA,139,,SAO JOAO CLIMACO,04241115,SP,7107,11,48631745,,,,,fabianagostosinh@gmail.com,,
37285720,0001,50,1,,02,20200601,00,,,20200601,8650001,7020400,RUA,DR SENG,152,APT   35                  BLOCO A,BELA VISTA,01331904,SP,7107,11,23683665,,,,,LUCIANAHATAIAMA@HOTMAIL.COM,,
11371161,0001,08,1,,02,20210330,00,,,20091103,4530703,4520007,RUA,MARACUJA NATAL,286,,VILA NATAL,04863010,SP,7107,11,43231045,,,,,VENDAS@BLINDCARBLINDADOS.COM.BR,,
56316078,0001,74,1,,08,20081231,71,,,19860905,7810800,7830200,RUA,NEVE,93,,TATUAPE,03931060,SP,7107,,,,,,,,,
12530989,0001,24,1,WEMAQ,02,20100914,00,,,20100914,9511800,4751201,RUA,DOUTOR PAULO RIBEIRO COELHO,220,,JARDIM ESTER YOLANDA,05374000,SP,7107,11,37314843,,,,,cont99@ig.com.br,,
57660052,0001,01,1,SABAF,08,20081231,71,,,19870228,9430800,"9493600,9499500",PRACA,ILO OTTANI,146,,CANINDE,08210040,SP,7107,,,,,,,,,
08175698,0001,98,1,STATION MOTOS,04,20210226,63,,,20060724,4541201,"4541202,4541203,4541206",RUA,CANTAGALO,427,,VILA GOMES CARDIM,03319000,SP,7107,11,36285774,11,36285768,11,36285774,arianocontabil@terra.com.br,,
18694667,0001,05,1,FIGURINE ACESSORIOS,02,20130816,00,,,20130816,4781400,4783101,RUA,JOSE DA PENHA,160,SALA  02,JARDIM DANFER,03729150,SP,7107,11,20530104,,,,,anthony_fernandes10@hotmail.com,,
05044840,0005,01,2,,08,20100319,01,,,20071203,4530703,,AVENIDA,DO ORATORIO,4500,BOX   12,VILA INDUSTRIAL,03220200,SP,7107,12,36322673,12,36322673,12,36322673,acao_assessoria@uol.com.br,,
44518634,0001,06,1,,02,20211202,00,,,20211202,6911701,,AVENIDA,MARQ DE SAO VICENTE,230,CONJ  1903/1904/1905/1906,VARZEA DA BARRA FUNDA,01139000,SP,7107,11,32423000,,,,,RCBISCALDI@AASP.ORG.BR,,
39471100,0001,31,1,,02,20200923,00,,,20200923,6470101,,PRACA,ALFREDO EGYDIO DE SOUZA ARANHA 100,100,,PARQUE JABAQUARA,04344902,SP,7107,11,30726341,,,,,ASSEMBLEIADEFUNDOS@ITAU-UNIBANCO.COM.BR,,
01834077,0001,20,1,CRISPLASTIC,08,20150209,73,,,19970428,2229301,,RUA,BENEDITO V.DA SILVA,39,,VL SAO BENEDITO,04813130,SP,7107,,,,,,,,,
38311479,0001,50,1,MARECO INFRAESTRUTURA URBANA,02,20200902,00,,,20200902,7119703,,RUA,GASPAR FERNANDES,807,CONJ  71,VILA MONUMENTO,01549000,SP,7107,11,20601061,,,,,SOCIETARIO@CARVALHOCONTABIL.COM.BR,,
48613066,0001,83,1,GUEDES FERRARI,02,20221114,00,,,20221114,4930201,,RUA,MOISES ALVES DOS SANTOS,372,,JARDIM DAS OLIVEIRAS,08111510,SP,7107,11,27836029,,,,,HENRIGUEDES@HOTMAIL.COM,,
41797851,0001,94,1,,08,20230227,01,,,20210503,5320202,,AVENIDA,CASA GRANDE,567,,VILA CUNHA BUENO,03260000,SP,7107,11,58012290,,,,,CONTABILIDADEALAN@HOTMAIL.COM,,
35277709,0001,13,1,MULTISERVICE,04,20220110,63,,,20191023,4399103,"4321500,4322301,4330404,3329501",RUA,JOAO GONCALVES DE SOUZA,13,CASA A,VILA LIVIERO,04185100,SP,7107,11,35789847,,,,,VICTOR-SAGA@HOTMAIL.COM,,
33673358,0001,34,1,Studio Hair Moriah,02,20190521,00,,,20190521,9602501,,RUA,JOSE DE FREITAS,154,,JARDIM ROSSIN,02541040,SP,7107,11,25083042,,,,,renoartminiaturas@hotmail.com,,
11585886,0001,07,1,,02,20100212,00,,,20100212,4754701,,RUA,DA CONSOLACAO,3589,,CERQUEIRA CESAR,01416001,SP,7107,11,38249709,,,11,36668175,epaco@epaco.com.br,,
14760483,0001,37,1,,08,20170516,01,,,20111214,8219901,,RUA,VINTE E CINCO DE MARCO,1097,LOJA 01;LOJA 02,CENTRO,01021100,SP,7107,11,72789694,,,,,,,
45943711,0001,38,1,,02,20220407,00,,,20220407,4520002,"4520001,4520005,4530703",AVENIDA,MARIO PERNAMBUCO,219,,VILA NOVA MAZZEI,02314000,SP,7107,11,29527544,,,,,WTECH595@GMAIL.COM,,
44809919,0001,04,1,011 IMPORTADOS,02,20220110,00,,,20220110,4753900,"4742300,4755501,4789099,4759899,4530703,4755502,4754701,4755503,4772500,4757100,4789005",RUA,THEOFILO AZAMBUJA,145,APT 33,JARAGUA,05181370,SP,7107,11,94691053,,,,,IMPORTSONZE@OUTLOOK.COM,,
38730946,0001,86,1,,02,20200923,00,,,20200923,4774100,,RUA,LUIS GAMA,931,,CAMBUCI,01519010,SP,7107,11,20658200,,,,,SANTANA@SANTANACONTABIL.COM.BR,,
47068617,0001,02,1,MAKET,02,20220707,00,,,20220707,4755502,"4781400,4789001",RUA,DOUTOR FRITZ MARTIN,98,,VILA CRUZEIRO,04727100,SP,7107,11,99536858,,,,,DJBATHE@TERRA.COM.BR,,
18613237,0001,03,1,,08,20201028,01,,,20130805,4729699,"4771703,4772500,4762800,4761001,4789099,5611203",RUA,ARIZONA,1517,SALA  1                   TERREO,CIDADE MONCOES,04567003,SP,7107,11,31074505,,,11,31074505,CONTRATOS@PROLINKCONTABIL.COM.BR,,
03798835,0001,27,1,ITALIAN CAP TERCERIZACAO EM EMBALAGENS,08,20150209,73,,,20000418,8292000,,,SANTOS REIS,12,C 01,IPIRANGA,04218010,SP,7107,011,97778507,,,,,WWW.ITALIANCAP.@.COM.BR,,
60478401,0001,83,1,,08,20081231,71,,,19890508,1412601,1412603,RUA,CACHOEIRA,1383,SALA 05,PARI,03024010,SP,7107,,,,,,,,,
49304058,0003,80,2,,08,19960719,01,,,19890925,4637101,,RUA,MARTINHO DE CAMPOS,140,,VILA ANASTACIO,05093050,SP,7107,,,,,,,,,
29694836,0001,15,1,CHARLOTTE,08,20200428,01,,,20180216,4781400,1412601,RUA,VOLUNTARIOS DA PATRIA,1825,BOX 27,SANTANA,02011400,SP,7107,11,51550852,,,,,,,
04143554,0001,07,1,,08,20100201,01,,,20001114,7722500,"4721104,4762800",RUA,OTAVIO GONCALVES MOREIRA JUNIOR,26,,JD ESMERALDA,05366090,SP,7107,11,37191488,11,22039382,11,22039382,MARCO.LUCAS@BOL.COM.BR,,
33803936,0001,00,1,JNL DISTRIBUIDORA DE DOCES E DIVERSOS,04,20221128,63,,,20190603,5620104,4721104,AVENIDA,ELISIO TEIXEIRA LEITE,5682,,SITIO MORRO GRANDE,02810000,SP,7107,11,97617675,,,,,rh-opcao@uol.com.br,,
20090311,0001,04,1,JAIRO EXPRESS,08,20140428,01,,,20140415,5320202,,RUA,TELMA RITTER,05,CASA,JARDIM SONIA (ZONA SUL),04458160,SP,7107,11,64583160,,,,,jairo-ferreira@hotmail.com,,
05005596,0001,36,1,,04,20181016,63,,,20020220,6622300,,RUA,EVERTON RESCA,187,CASA  03,JARDIM SAPOPEMBA,03976190,SP,7107,11,21001233,,,,,LUCIANA@ESCRITORIOSAOLUCAS.COM.BR,,
01351083,0001,26,1,CAR LIMP,04,20181010,63,,,19960730,4520005,,RUA,DOM JOAO V,326,,LAPA,05075060,SP,7107,,,,,,,,,
24259132,0001,09,1,VALENTHINA CLINICA DE ESTETICA E BELEZA,08,20190829,01,,,20160226,9602502,,RUA,SETE DE ABRIL,235,CONJ  402,REPUBLICA,01043000,SP,7107,11,32556992,11,38520802,11,32556992,JEBERSON83@GMAIL.COM,,
04105792,0001,10,1,,08,20150209,73,,,20001006,2391503,,RUA,GUAPEVA,190,,AGUA RASA,03333010,SP,7107,011,6081166,,,011,6081166,,,
31093615,0001,33,1,,02,20180802,00,,,20180802,8211300,,RUA,GUILHERME BEBIANO MARTINS,278,,VILA VERA,04295020,SP,7107,11,33406655,,,11,33406655,FISCAL@PIGATTI.COM.BR,,
38473441,0001,83,1,SHADOW PLAY TECNOLOGIA,02,20200915,00,,,20200915,9511800,"4752100,6190699,4751201,4751202,4321500,9512600,8599603",RUA,SAO NICASIO,52,CASA,ALTO DA MOOCA,03128050,SP,7107,11,55710047,,,,,ANDRERODRIGUESM@GMAIL.COM,,
55995781,0001,93,1,,04,20181004,63,,,19860703,4774100,,RUA,AMERICO ANGELICO,91,,SANTO AMARO,04678080,SP,7107,,,,,,,,,
18606219,0001,02,1,LEAL AR CONDICIONADO,08,20180201,67,,,20130802,4322302,,RUA,OTAVIO PRANDINO,37,,JARDIM SAO JOAO (ZONA NORTE),02365015,SP,7107,11,29921779,,,,,leandrohelderleal@yahoo.com.br,,
29463761,0001,61,1,,08,20181114,01,,,20180117,5611203,,RUA,DOS INOCENTES,108,,SOCORRO,04764050,SP,7107,11,55231160,11,55228022,11,55228022,CPERFIL@TERRA.COM.BR,,
23240804,0001,63,1,,02,20150909,00,,,20150909,3811400,"8211300,4744005,4744002,5223100,4744004,7732201",RUA,ELVIRA SILVA,70,,LAUZANE PAULISTA,02442200,SP,7107,11,38071325,,,,,COMERCIAL@PROMARQ.COM.BR,,
54958285,0001,05,1,,08,20081231,71,,,19850917,9430800,"9493600,9499500",RUA,ANTONIO SIMPLICIO,95,,JARDIM TREMEMBE,02354290,SP,7107,,,,,,,,,
35570890,0001,51,1,THAMARA SMART,04,20220110,63,,,20191120,3314719,5612100,RUA,LUIS CARLOS DE ASSUMPCAO,29,,JARDIM RUSSO,05211110,SP,7107,11,39189156,,,,,THAMARASANTOSMORAES@GMAIL.COM,,
11628150,0001,60,1,D.R. LOCACOES,02,20091215,00,,,20091215,4744099,7739003,RUA,CORONEL MARQUES RIBEIRO,132,      134,VILA GUILHERME,02068050,SP,7107,11,20890302,11,22210315,11,20890302,v.duraes@hotmail.com,,
40662060,0001,94,1,BARBEARIA S3,08,20220719,01,,,20210201,9602501,,RUA,AIQUARA,10,,PARQUE CISPER,03818210,SP,7107,11,59177803,,,,,GUILHERMELOPES.MAGALHAES@HOTMAIL.COM,,
06337013,0001,37,1,BRASA GAUCHA,02,20050709,00,,,20040528,5611203,,RUA,BENTO FREITAS,66,TERREO,REPUBLICA,01220000,SP,7107,11,36614106,11,36614106,11,36617345,atorrico@terra.com.br,,
44696111,0001,50,1,,02,20211229,00,,,20211229,4763604,,RUA,DA GLORIA,000,,LIBERDADE,01510001,SP,7107,18,97822964,,,,,LUISOTAVIOWATANABE@GMAIL.COM,,
02091691,0001,01,1,ALIFORTE ASSESSORIA,08,20200914,01,,,19970401,3314719,,RUA,MARIA VELTRI,29,,VILA TALARICO,03534020,SP,7107,11,72839488,,,,,REGIS_1977@HOTMAIL.COM,,
46413431,0001,80,1,,08,20180607,01,,,19741219,7112000,,RUA,GEORGE OETTERER,383,,VILA PAULICEIA,02301070,SP,7107,11,33923277,,,,,felmar@uol.com.br,,
47466354,0001,90,1,,08,19811112,01,,,19811112,8888888,,RUA,DR JOSE ALMEIDA CAMARGO,186,,JD AMERICA,08210040,SP,7107,,,,,,,,,
26777819,0001,53,1,PV DITRIBUIDORA DE ALIMENTOS,08,20171231,75,,,20161230,4755502,"4721102,4789099,4723700,4789005,4772500",RUA,AFONSO CLAUDIO,27,,VILA PIAUI,05110020,SP,7107,11,41674532,,,,,jubau2000@hotmail.com,,
43911627,0001,07,1,,08,20150209,73,,,19741001,4633801,,RUA,15 DE NOVEMBRO,184,15 ANDAR CONJ. 1506,CENTRO,01013000,SP,7107,,,,,,,,,
19646444,0001,27,1,KARVALHO PINTURAS,02,20140203,00,,,20140203,4330404,"4120400,4744099",RUA,TIETE,334,      B,VILA SEABRA,08180410,SP,7107,11,77611685,11,27215399,11,27215399,gmcontas@terra.com.br,,
49828084,0001,45,1,,02,20230306,00,,,20230306,4930202,"4930204,4930201",RUA,FORTE DO TRIUNFO,361,APT 131;BLOCO 01,PARQUE SAO LOURENCO,08340146,SP,7107,11,20181542,,,,,CHUCKNALDO@BOL.COM.BR,,
15374718,0001,15,1,,02,20120301,00,,,20120301,1821100,,RUA,TUPANACI,300,,VILA GUMERCINDO,04131020,SP,7107,11,76400248,,,,,pedrornellas@gmail.com,,
15246536,0001,69,1,,04,20210305,63,,,20120322,9602501,,AVENIDA,PARADA PINTO,737,APT,VILA NOVA CACHOEIRINHA,02611000,SP,7107,11,70021363,,,,,wilson_hairstylist@hotmail.com,,
51021509,0001,51,1,,08,19850328,01,,,19820831,3211601,,RUA,CONS CRISPINIANO,97,5 AND CONJ 19,CENTRO,01037010,SP,7107,,,,,,,,,
47199872,0001,94,1,,08,19840827,01,,,19760109,6499902,,RUA,BOA VISTA,176,,CENTRO,01014000,SP,7107,,,,,,,,,
48787784,0001,76,1,,02,20221201,00,,,20221201,7020400,8219999,RUA,PDE JOAO MANUEL,755,SALA  ESCRITORIO 111,CERQUEIRA CESAR,01411900,SP,7107,11,20874080,,,,,TRIANGULO@TRIANGULOCONTABIL.COM.BR,,
27473782,0001,32,1,FRECASP,08,20170408,01,,,20170405,7911200,,RUA,SANTO ANTONIO,300,CXPST 77474,BELA VISTA,01314971,SP,7107,11,30816633,,,,,contato@executivosaopaulo.com.br,,
